 time            v(A)            v(B)            v(Y)           
 5.22250000e-08  0.00000000e+00  1.80000000e+00  7.70630464e-03 
 5.22350000e-08  0.00000000e+00  1.80000000e+00  7.32545576e-03 
 5.22450000e-08  0.00000000e+00  1.80000000e+00  6.96335572e-03 
 5.22550000e-08  0.00000000e+00  1.80000000e+00  6.61908869e-03 
 5.22650000e-08  0.00000000e+00  1.80000000e+00  6.29178277e-03 
 5.22750000e-08  0.00000000e+00  1.80000000e+00  5.98060820e-03 
 5.22850000e-08  0.00000000e+00  1.80000000e+00  5.68477513e-03 
 5.22950000e-08  0.00000000e+00  1.80000000e+00  5.40353200e-03 
 5.23050000e-08  0.00000000e+00  1.80000000e+00  5.13616347e-03 
 5.23150000e-08  0.00000000e+00  1.80000000e+00  4.88198900e-03 
 5.23250000e-08  0.00000000e+00  1.80000000e+00  4.64036093e-03 
 5.23350000e-08  0.00000000e+00  1.80000000e+00  4.41066318e-03 
 5.23450000e-08  0.00000000e+00  1.80000000e+00  4.19230949e-03 
 5.23550000e-08  0.00000000e+00  1.80000000e+00  3.98474224e-03 
 5.23650000e-08  0.00000000e+00  1.80000000e+00  3.78743087e-03 
 5.23750000e-08  0.00000000e+00  1.80000000e+00  3.59987081e-03 
 5.23850000e-08  0.00000000e+00  1.80000000e+00  3.42158199e-03 
 5.23950000e-08  0.00000000e+00  1.80000000e+00  3.25210789e-03 
 5.24050000e-08  0.00000000e+00  1.80000000e+00  3.09101420e-03 
 5.24150000e-08  0.00000000e+00  1.80000000e+00  2.93788799e-03 
 5.24250000e-08  0.00000000e+00  1.80000000e+00  2.79233640e-03 
 5.24350000e-08  0.00000000e+00  1.80000000e+00  2.65398595e-03 
 5.24450000e-08  0.00000000e+00  1.80000000e+00  2.52248133e-03 
 5.24550000e-08  0.00000000e+00  1.80000000e+00  2.39748481e-03 
 5.24650000e-08  0.00000000e+00  1.80000000e+00  2.27867507e-03 
 5.24750000e-08  0.00000000e+00  1.80000000e+00  2.16574673e-03 
 5.24850000e-08  0.00000000e+00  1.80000000e+00  2.05840928e-03 
 5.24950000e-08  0.00000000e+00  1.80000000e+00  1.95638659e-03 
 5.25050000e-08  0.00000000e+00  1.80000000e+00  1.85941602e-03 
 5.25150000e-08  0.00000000e+00  1.80000000e+00  1.76724795e-03 
 5.25250000e-08  0.00000000e+00  1.80000000e+00  1.67964494e-03 
 5.25350000e-08  0.00000000e+00  1.80000000e+00  1.59638136e-03 
 5.25450000e-08  0.00000000e+00  1.80000000e+00  1.51724257e-03 
 5.25550000e-08  0.00000000e+00  1.80000000e+00  1.44202462e-03 
 5.25650000e-08  0.00000000e+00  1.80000000e+00  1.37053352e-03 
 5.25750000e-08  0.00000000e+00  1.80000000e+00  1.30258493e-03 
 5.25850000e-08  0.00000000e+00  1.80000000e+00  1.23800353e-03 
 5.25950000e-08  0.00000000e+00  1.80000000e+00  1.17662271e-03 
 5.26050000e-08  0.00000000e+00  1.80000000e+00  1.11828403e-03 
 5.26150000e-08  0.00000000e+00  1.80000000e+00  1.06283694e-03 
 5.26250000e-08  0.00000000e+00  1.80000000e+00  1.01013823e-03 
 5.26350000e-08  0.00000000e+00  1.80000000e+00  9.60051876e-04 
 5.26450000e-08  0.00000000e+00  1.80000000e+00  9.12448466e-04 
 5.26550000e-08  0.00000000e+00  1.80000000e+00  8.67205072e-04 
 5.26650000e-08  0.00000000e+00  1.80000000e+00  8.24204772e-04 
 5.26750000e-08  0.00000000e+00  1.80000000e+00  7.83336487e-04 
 5.26850000e-08  0.00000000e+00  1.80000000e+00  7.44494569e-04 
 5.26950000e-08  0.00000000e+00  1.80000000e+00  7.07578657e-04 
 5.27050000e-08  0.00000000e+00  1.80000000e+00  6.72493292e-04 
 5.27150000e-08  0.00000000e+00  1.80000000e+00  6.39147799e-04 
 5.27250000e-08  0.00000000e+00  1.80000000e+00  6.07455930e-04 
 5.27350000e-08  0.00000000e+00  1.80000000e+00  5.77335761e-04 
 5.27450000e-08  0.00000000e+00  1.80000000e+00  5.48709371e-04 
 5.27550000e-08  0.00000000e+00  1.80000000e+00  5.21502746e-04 
 5.27650000e-08  0.00000000e+00  1.80000000e+00  4.95645487e-04 
 5.27750000e-08  0.00000000e+00  1.80000000e+00  4.71070729e-04 
 5.27850000e-08  0.00000000e+00  1.80000000e+00  4.47714871e-04 
 5.27950000e-08  0.00000000e+00  1.80000000e+00  4.25517508e-04 
 5.28050000e-08  0.00000000e+00  1.80000000e+00  4.04421180e-04 
 5.28150000e-08  0.00000000e+00  1.80000000e+00  3.84371320e-04 
 5.28250000e-08  0.00000000e+00  1.80000000e+00  3.65316019e-04 
 5.28350000e-08  0.00000000e+00  1.80000000e+00  3.47205983e-04 
 5.28450000e-08  0.00000000e+00  1.80000000e+00  3.29994318e-04 
 5.28550000e-08  0.00000000e+00  1.80000000e+00  3.13636495e-04 
 5.28650000e-08  0.00000000e+00  1.80000000e+00  2.98090153e-04 
 5.28750000e-08  0.00000000e+00  1.80000000e+00  2.83315065e-04 
 5.28850000e-08  0.00000000e+00  1.80000000e+00  2.69272965e-04 
 5.28950000e-08  0.00000000e+00  1.80000000e+00  2.55927517e-04 
 5.29050000e-08  0.00000000e+00  1.80000000e+00  2.43244152e-04 
 5.29150000e-08  0.00000000e+00  1.80000000e+00  2.31190048e-04 
 5.29250000e-08  0.00000000e+00  1.80000000e+00  2.19733977e-04 
 5.29350000e-08  0.00000000e+00  1.80000000e+00  2.08846292e-04 
 5.29450000e-08  0.00000000e+00  1.80000000e+00  1.98498785e-04 
 5.29550000e-08  0.00000000e+00  1.80000000e+00  1.88664675e-04 
 5.29650000e-08  0.00000000e+00  1.80000000e+00  1.79318482e-04 
 5.29750000e-08  0.00000000e+00  1.80000000e+00  1.70436015e-04 
 5.29850000e-08  0.00000000e+00  1.80000000e+00  1.61994258e-04 
 5.29950000e-08  0.00000000e+00  1.80000000e+00  1.53971360e-04 
 5.30050000e-08  0.00000000e+00  1.80000000e+00  1.46346531e-04 
 5.30150000e-08  0.00000000e+00  1.80000000e+00  1.39100034e-04 
 5.30250000e-08  0.00000000e+00  1.80000000e+00  1.32213089e-04 
 5.30350000e-08  0.00000000e+00  1.80000000e+00  1.25667868e-04 
 5.30450000e-08  0.00000000e+00  1.80000000e+00  1.19447408e-04 
 5.30550000e-08  0.00000000e+00  1.80000000e+00  1.13535607e-04 
 5.30650000e-08  0.00000000e+00  1.80000000e+00  1.07917142e-04 
 5.30750000e-08  0.00000000e+00  1.80000000e+00  1.02577469e-04 
 5.30850000e-08  0.00000000e+00  1.80000000e+00  9.75027456e-05 
 5.30950000e-08  0.00000000e+00  1.80000000e+00  9.26798360e-05 
 5.31050000e-08  0.00000000e+00  1.80000000e+00  8.80962382e-05 
 5.31150000e-08  0.00000000e+00  1.80000000e+00  8.37400860e-05 
 5.31250000e-08  0.00000000e+00  1.80000000e+00  7.96000872e-05 
 5.31350000e-08  0.00000000e+00  1.80000000e+00  7.56655240e-05 
 5.31450000e-08  0.00000000e+00  1.80000000e+00  7.19261965e-05 
 5.31550000e-08  0.00000000e+00  1.80000000e+00  6.83724239e-05 
 5.31650000e-08  0.00000000e+00  1.80000000e+00  6.49949933e-05 
 5.31750000e-08  0.00000000e+00  1.80000000e+00  6.17851607e-05 
 5.31850000e-08  0.00000000e+00  1.80000000e+00  5.87346045e-05 
 5.31950000e-08  0.00000000e+00  1.80000000e+00  5.58354270e-05 
 5.32050000e-08  0.00000000e+00  1.80000000e+00  5.30801116e-05 
 5.32150000e-08  0.00000000e+00  1.80000000e+00  5.04615249e-05 
 5.32250000e-08  0.00000000e+00  1.80000000e+00  4.79728776e-05 
 5.32350000e-08  0.00000000e+00  1.80000000e+00  4.56077268e-05 
 5.32450000e-08  0.00000000e+00  1.80000000e+00  4.33599400e-05 
 5.32550000e-08  0.00000000e+00  1.80000000e+00  4.12236978e-05 
 5.32650000e-08  0.00000000e+00  1.80000000e+00  3.91934611e-05 
 5.32750000e-08  0.00000000e+00  1.80000000e+00  3.72639738e-05 
 5.32850000e-08  0.00000000e+00  1.80000000e+00  3.54302327e-05 
 5.32950000e-08  0.00000000e+00  1.80000000e+00  3.36874903e-05 
 5.33050000e-08  0.00000000e+00  1.80000000e+00  3.20312278e-05 
 5.33150000e-08  0.00000000e+00  1.80000000e+00  3.04571570e-05 
 5.33250000e-08  0.00000000e+00  1.80000000e+00  2.89611963e-05 
 5.33350000e-08  0.00000000e+00  1.80000000e+00  2.75394726e-05 
 5.33450000e-08  0.00000000e+00  1.80000000e+00  2.61882994e-05 
 5.33550000e-08  0.00000000e+00  1.80000000e+00  2.49041782e-05 
 5.33650000e-08  0.00000000e+00  1.80000000e+00  2.36837795e-05 
 5.33750000e-08  0.00000000e+00  1.80000000e+00  2.25239433e-05 
 5.33850000e-08  0.00000000e+00  1.80000000e+00  2.14216623e-05 
 5.33950000e-08  0.00000000e+00  1.80000000e+00  2.03740823e-05 
 5.34050000e-08  0.00000000e+00  1.80000000e+00  1.93784870e-05 
 5.34150000e-08  0.00000000e+00  1.80000000e+00  1.84322985e-05 
 5.34250000e-08  0.00000000e+00  1.80000000e+00  1.75330635e-05 
 5.34350000e-08  0.00000000e+00  1.80000000e+00  1.66784535e-05 
 5.34450000e-08  0.00000000e+00  1.80000000e+00  1.58662525e-05 
 5.34550000e-08  0.00000000e+00  1.80000000e+00  1.50943574e-05 
 5.34650000e-08  0.00000000e+00  1.80000000e+00  1.43607668e-05 
 5.34750000e-08  0.00000000e+00  1.80000000e+00  1.36635812e-05 
 5.34850000e-08  0.00000000e+00  1.80000000e+00  1.30009927e-05 
 5.34950000e-08  0.00000000e+00  1.80000000e+00  1.23712856e-05 
 5.35050000e-08  0.00000000e+00  1.80000000e+00  1.17728272e-05 
 5.35150000e-08  0.00000000e+00  1.80000000e+00  1.12040677e-05 
 5.35250000e-08  0.00000000e+00  1.80000000e+00  1.06635326e-05 
 5.35350000e-08  0.00000000e+00  1.80000000e+00  1.01498218e-05 
 5.35450000e-08  0.00000000e+00  1.80000000e+00  9.66160367e-06 
 5.35550000e-08  0.00000000e+00  1.80000000e+00  9.19761364e-06 
 5.35650000e-08  0.00000000e+00  1.80000000e+00  8.75664896e-06 
 5.35750000e-08  0.00000000e+00  1.80000000e+00  8.33756738e-06 
 5.35850000e-08  0.00000000e+00  1.80000000e+00  7.93928265e-06 
 5.35950000e-08  0.00000000e+00  1.80000000e+00  7.56076297e-06 
 5.36050000e-08  0.00000000e+00  1.80000000e+00  7.20102733e-06 
 5.36150000e-08  0.00000000e+00  1.80000000e+00  6.85914369e-06 
 5.36250000e-08  0.00000000e+00  1.80000000e+00  6.53422609e-06 
 5.36350000e-08  0.00000000e+00  1.80000000e+00  6.22543260e-06 
 5.36450000e-08  0.00000000e+00  1.80000000e+00  5.93196310e-06 
 5.36550000e-08  0.00000000e+00  1.80000000e+00  5.65305704e-06 
 5.36650000e-08  0.00000000e+00  1.80000000e+00  5.38799187e-06 
 5.36750000e-08  0.00000000e+00  1.80000000e+00  5.13608052e-06 
 5.36850000e-08  0.00000000e+00  1.80000000e+00  4.89667049e-06 
 5.36950000e-08  0.00000000e+00  1.80000000e+00  4.66914111e-06 
 5.37050000e-08  0.00000000e+00  1.80000000e+00  4.45290313e-06 
 5.37150000e-08  0.00000000e+00  1.80000000e+00  4.24739584e-06 
 5.37250000e-08  0.00000000e+00  1.80000000e+00  4.05208715e-06 
 5.37350000e-08  0.00000000e+00  1.80000000e+00  3.86647048e-06 
 5.37450000e-08  0.00000000e+00  1.80000000e+00  3.69006537e-06 
 5.37550000e-08  0.00000000e+00  1.80000000e+00  3.52241416e-06 
 5.37650000e-08  0.00000000e+00  1.80000000e+00  3.36308300e-06 
 5.37750000e-08  0.00000000e+00  1.80000000e+00  3.21165841e-06 
 5.37850000e-08  0.00000000e+00  1.80000000e+00  3.06774865e-06 
 5.37950000e-08  0.00000000e+00  1.80000000e+00  2.93098014e-06 
 5.38050000e-08  0.00000000e+00  1.80000000e+00  2.80099918e-06 
 5.38150000e-08  0.00000000e+00  1.80000000e+00  2.67746822e-06 
 5.38250000e-08  0.00000000e+00  1.80000000e+00  2.56006791e-06 
 5.38350000e-08  0.00000000e+00  1.80000000e+00  2.44849326e-06 
 5.38450000e-08  0.00000000e+00  1.80000000e+00  2.34245596e-06 
 5.38550000e-08  0.00000000e+00  1.80000000e+00  2.24168039e-06 
 5.38650000e-08  0.00000000e+00  1.80000000e+00  2.14590629e-06 
 5.38750000e-08  0.00000000e+00  1.80000000e+00  2.05488458e-06 
 5.38850000e-08  0.00000000e+00  1.80000000e+00  1.96838032e-06 
 5.38950000e-08  0.00000000e+00  1.80000000e+00  1.88616842e-06 
 5.39050000e-08  0.00000000e+00  1.80000000e+00  1.80803679e-06 
 5.39150000e-08  0.00000000e+00  1.80000000e+00  1.73378200e-06 
 5.39250000e-08  0.00000000e+00  1.80000000e+00  1.66321264e-06 
 5.39350000e-08  0.00000000e+00  1.80000000e+00  1.59614482e-06 
 5.39450000e-08  0.00000000e+00  1.80000000e+00  1.53240577e-06 
 5.39550000e-08  0.00000000e+00  1.80000000e+00  1.47182930e-06 
 5.39650000e-08  0.00000000e+00  1.80000000e+00  1.41425949e-06 
 5.39750000e-08  0.00000000e+00  1.80000000e+00  1.35954608e-06 
 5.39850000e-08  0.00000000e+00  1.80000000e+00  1.30754839e-06 
 5.39950000e-08  0.00000000e+00  1.80000000e+00  1.25813057e-06 
 5.40050000e-08  0.00000000e+00  1.80000000e+00  1.21116568e-06 
 5.40150000e-08  0.00000000e+00  1.80000000e+00  1.16653090e-06 
 5.40250000e-08  0.00000000e+00  1.80000000e+00  1.12411170e-06 
 5.40350000e-08  0.00000000e+00  1.80000000e+00  1.08379702e-06 
 5.40450000e-08  0.00000000e+00  1.80000000e+00  1.04548354e-06 
 5.40550000e-08  0.00000000e+00  1.80000000e+00  1.00907081e-06 
 5.40650000e-08  0.00000000e+00  1.80000000e+00  9.74465663e-07 
 5.40750000e-08  0.00000000e+00  1.80000000e+00  9.41577237e-07 
 5.40850000e-08  0.00000000e+00  1.80000000e+00  9.10321496e-07 
 5.40950000e-08  0.00000000e+00  1.80000000e+00  8.80616256e-07 
 5.41050000e-08  0.00000000e+00  1.80000000e+00  8.52385741e-07 
 5.41150000e-08  0.00000000e+00  1.80000000e+00  8.25555592e-07 
 5.41250000e-08  0.00000000e+00  1.80000000e+00  8.00057496e-07 
 5.41350000e-08  0.00000000e+00  1.80000000e+00  7.75824162e-07 
 5.41450000e-08  0.00000000e+00  1.80000000e+00  7.52794018e-07 
 5.41550000e-08  0.00000000e+00  1.80000000e+00  7.30906159e-07 
 5.41650000e-08  0.00000000e+00  1.80000000e+00  7.10105098e-07 
 5.41750000e-08  0.00000000e+00  1.80000000e+00  6.90335699e-07 
 5.41850000e-08  0.00000000e+00  1.80000000e+00  6.71547972e-07 
 5.41950000e-08  0.00000000e+00  1.80000000e+00  6.53691990e-07 
 5.42050000e-08  0.00000000e+00  1.80000000e+00  6.36722729e-07 
 5.42150000e-08  0.00000000e+00  1.80000000e+00  6.20594969e-07 
 5.42250000e-08  0.00000000e+00  1.80000000e+00  6.05268166e-07 
 5.42350000e-08  0.00000000e+00  1.80000000e+00  5.90701356e-07 
 5.42450000e-08  0.00000000e+00  1.80000000e+00  5.76858042e-07 
 5.42550000e-08  0.00000000e+00  1.80000000e+00  5.63701100e-07 
 5.42650000e-08  0.00000000e+00  1.80000000e+00  5.51197689e-07 
 5.42750000e-08  0.00000000e+00  1.80000000e+00  5.39314156e-07 
 5.42850000e-08  0.00000000e+00  1.80000000e+00  5.28020961e-07 
 5.42950000e-08  0.00000000e+00  1.80000000e+00  5.17287587e-07 
 5.43050000e-08  0.00000000e+00  1.80000000e+00  5.07087473e-07 
 5.43150000e-08  0.00000000e+00  1.80000000e+00  4.97392936e-07 
 5.43250000e-08  0.00000000e+00  1.80000000e+00  4.88180105e-07 
 5.43350000e-08  0.00000000e+00  1.80000000e+00  4.79423857e-07 
 5.43450000e-08  0.00000000e+00  1.80000000e+00  4.71102751e-07 
 5.43550000e-08  0.00000000e+00  1.80000000e+00  4.63193977e-07 
 5.43650000e-08  0.00000000e+00  1.80000000e+00  4.55678288e-07 
 5.43750000e-08  0.00000000e+00  1.80000000e+00  4.48534963e-07 
 5.43850000e-08  0.00000000e+00  1.80000000e+00  4.41746735e-07 
 5.43950000e-08  0.00000000e+00  1.80000000e+00  4.35294772e-07 
 5.44050000e-08  0.00000000e+00  1.80000000e+00  4.29163595e-07 
 5.44150000e-08  0.00000000e+00  1.80000000e+00  4.23336078e-07 
 5.44250000e-08  0.00000000e+00  1.80000000e+00  4.17798358e-07 
 5.44350000e-08  0.00000000e+00  1.80000000e+00  4.12534849e-07 
 5.44450000e-08  0.00000000e+00  1.80000000e+00  4.07533144e-07 
 5.44550000e-08  0.00000000e+00  1.80000000e+00  4.02779054e-07 
 5.44650000e-08  0.00000000e+00  1.80000000e+00  3.98261484e-07 
 5.44750000e-08  0.00000000e+00  1.80000000e+00  3.93967507e-07 
 5.44850000e-08  0.00000000e+00  1.80000000e+00  3.89887214e-07 
 5.44950000e-08  0.00000000e+00  1.80000000e+00  3.86008817e-07 
 5.45050000e-08  0.00000000e+00  1.80000000e+00  3.82323476e-07 
 5.45150000e-08  0.00000000e+00  1.80000000e+00  3.78820436e-07 
 5.45250000e-08  0.00000000e+00  1.80000000e+00  3.75491821e-07 
 5.45350000e-08  0.00000000e+00  1.80000000e+00  3.72327807e-07 
 5.45450000e-08  0.00000000e+00  1.80000000e+00  3.69321391e-07 
 5.45550000e-08  0.00000000e+00  1.80000000e+00  3.66463591e-07 
 5.45650000e-08  0.00000000e+00  1.80000000e+00  3.63748188e-07 
 5.45750000e-08  0.00000000e+00  1.80000000e+00  3.61166962e-07 
 5.45850000e-08  0.00000000e+00  1.80000000e+00  3.58714406e-07 
 5.45950000e-08  0.00000000e+00  1.80000000e+00  3.56382987e-07 
 5.46050000e-08  0.00000000e+00  1.80000000e+00  3.54167836e-07 
 5.46150000e-08  0.00000000e+00  1.80000000e+00  3.52062045e-07 
 5.46250000e-08  0.00000000e+00  1.80000000e+00  3.50061321e-07 
 5.46350000e-08  0.00000000e+00  1.80000000e+00  3.48159321e-07 
 5.46450000e-08  0.00000000e+00  1.80000000e+00  3.46352269e-07 
 5.46550000e-08  0.00000000e+00  1.80000000e+00  3.44634336e-07 
 5.46650000e-08  0.00000000e+00  1.80000000e+00  3.43002211e-07 
 5.46750000e-08  0.00000000e+00  1.80000000e+00  3.41450528e-07 
 5.46850000e-08  0.00000000e+00  1.80000000e+00  3.39976400e-07 
 5.46950000e-08  0.00000000e+00  1.80000000e+00  3.38574877e-07 
 5.47050000e-08  0.00000000e+00  1.80000000e+00  3.37243452e-07 
 5.47150000e-08  0.00000000e+00  1.80000000e+00  3.35977556e-07 
 5.47250000e-08  0.00000000e+00  1.80000000e+00  3.34775021e-07 
 5.47350000e-08  0.00000000e+00  1.80000000e+00  3.33631625e-07 
 5.47450000e-08  0.00000000e+00  1.80000000e+00  3.32545507e-07 
 5.47550000e-08  0.00000000e+00  1.80000000e+00  3.31512754e-07 
 5.47650000e-08  0.00000000e+00  1.80000000e+00  3.30531783e-07 
 5.47750000e-08  0.00000000e+00  1.80000000e+00  3.29598965e-07 
 5.47850000e-08  0.00000000e+00  1.80000000e+00  3.28712964e-07 
 5.47950000e-08  0.00000000e+00  1.80000000e+00  3.27870409e-07 
 5.48050000e-08  0.00000000e+00  1.80000000e+00  3.27070186e-07 
 5.48150000e-08  0.00000000e+00  1.80000000e+00  3.26309157e-07 
 5.48250000e-08  0.00000000e+00  1.80000000e+00  3.25586410e-07 
 5.48350000e-08  0.00000000e+00  1.80000000e+00  3.24899017e-07 
 5.48450000e-08  0.00000000e+00  1.80000000e+00  3.24246246e-07 
 5.48550000e-08  0.00000000e+00  1.80000000e+00  3.23625362e-07 
 5.48650000e-08  0.00000000e+00  1.80000000e+00  3.23035795e-07 
 5.48750000e-08  0.00000000e+00  1.80000000e+00  3.22474982e-07 
 5.48850000e-08  0.00000000e+00  1.80000000e+00  3.21942501e-07 
 5.48950000e-08  0.00000000e+00  1.80000000e+00  3.21435946e-07 
 5.49050000e-08  0.00000000e+00  1.80000000e+00  3.20955025e-07 
 5.49150000e-08  0.00000000e+00  1.80000000e+00  3.20497477e-07 
 5.49250000e-08  0.00000000e+00  1.80000000e+00  3.20063125e-07 
 5.49350000e-08  0.00000000e+00  1.80000000e+00  3.19649841e-07 
 5.49450000e-08  0.00000000e+00  1.80000000e+00  3.19257551e-07 
 5.49550000e-08  0.00000000e+00  1.80000000e+00  3.18884247e-07 
 5.49650000e-08  0.00000000e+00  1.80000000e+00  3.18529946e-07 
 5.49750000e-08  0.00000000e+00  1.80000000e+00  3.18192753e-07 
 5.49850000e-08  0.00000000e+00  1.80000000e+00  3.17872766e-07 
 5.49950000e-08  0.00000000e+00  1.80000000e+00  3.17568188e-07 
 5.50050000e-08  0.00000000e+00  1.80000000e+00  3.17279193e-07 
 5.50150000e-08  0.00000000e+00  1.80000000e+00  3.17004074e-07 
 5.50250000e-08  0.00000000e+00  1.80000000e+00  3.16743070e-07 
 5.50350000e-08  0.00000000e+00  1.80000000e+00  3.16494560e-07 
 5.50450000e-08  0.00000000e+00  1.80000000e+00  3.16258838e-07 
 5.50550000e-08  0.00000000e+00  1.80000000e+00  3.16034361e-07 
 5.50650000e-08  0.00000000e+00  1.80000000e+00  3.15821474e-07 
 5.50750000e-08  0.00000000e+00  1.80000000e+00  3.15618704e-07 
 5.50850000e-08  0.00000000e+00  1.80000000e+00  3.15426442e-07 
 5.50950000e-08  0.00000000e+00  1.80000000e+00  3.15243278e-07 
 5.51050000e-08  0.00000000e+00  1.80000000e+00  3.15069644e-07 
 5.51150000e-08  0.00000000e+00  1.80000000e+00  3.14904189e-07 
 5.51250000e-08  0.00000000e+00  1.80000000e+00  3.14747380e-07 
 5.51350000e-08  0.00000000e+00  1.80000000e+00  3.14597920e-07 
 5.51450000e-08  0.00000000e+00  1.80000000e+00  3.14456307e-07 
 5.51550000e-08  0.00000000e+00  1.80000000e+00  3.14321294e-07 
 5.51650000e-08  0.00000000e+00  1.80000000e+00  3.14193407e-07 
 5.51750000e-08  0.00000000e+00  1.80000000e+00  3.14071443e-07 
 5.51850000e-08  0.00000000e+00  1.80000000e+00  3.13955952e-07 
 5.51950000e-08  0.00000000e+00  1.80000000e+00  3.13845775e-07 
 5.52050000e-08  0.00000000e+00  1.80000000e+00  3.13741480e-07 
 5.52150000e-08  0.00000000e+00  1.80000000e+00  3.13641949e-07 
 5.52250000e-08  0.00000000e+00  1.80000000e+00  3.13547766e-07 
 5.52350000e-08  0.00000000e+00  1.80000000e+00  3.13457851e-07 
 5.52450000e-08  0.00000000e+00  1.80000000e+00  3.13372802e-07 
 5.52550000e-08  0.00000000e+00  1.80000000e+00  3.13291571e-07 
 5.52650000e-08  0.00000000e+00  1.80000000e+00  3.13214772e-07 
 5.52750000e-08  0.00000000e+00  1.80000000e+00  3.13141386e-07 
 5.52850000e-08  0.00000000e+00  1.80000000e+00  3.13072037e-07 
 5.52950000e-08  0.00000000e+00  1.80000000e+00  3.13005737e-07 
 5.53050000e-08  0.00000000e+00  1.80000000e+00  3.12943117e-07 
 5.53150000e-08  0.00000000e+00  1.80000000e+00  3.12883217e-07 
 5.53250000e-08  0.00000000e+00  1.80000000e+00  3.12826675e-07 
 5.53350000e-08  0.00000000e+00  1.80000000e+00  3.12772556e-07 
 5.53450000e-08  0.00000000e+00  1.80000000e+00  3.12721503e-07 
 5.53550000e-08  0.00000000e+00  1.80000000e+00  3.12672606e-07 
 5.53650000e-08  0.00000000e+00  1.80000000e+00  3.12626511e-07 
 5.53750000e-08  0.00000000e+00  1.80000000e+00  3.12582330e-07 
 5.53850000e-08  0.00000000e+00  1.80000000e+00  3.12540712e-07 
 5.53950000e-08  0.00000000e+00  1.80000000e+00  3.12500792e-07 
 5.54050000e-08  0.00000000e+00  1.80000000e+00  3.12463218e-07 
 5.54150000e-08  0.00000000e+00  1.80000000e+00  3.12427146e-07 
 5.54250000e-08  0.00000000e+00  1.80000000e+00  3.12393224e-07 
 5.54350000e-08  0.00000000e+00  1.80000000e+00  3.12360628e-07 
 5.54450000e-08  0.00000000e+00  1.80000000e+00  3.12330005e-07 
 5.54550000e-08  0.00000000e+00  1.80000000e+00  3.12300548e-07 
 5.54650000e-08  0.00000000e+00  1.80000000e+00  3.12272904e-07 
 5.54750000e-08  0.00000000e+00  1.80000000e+00  3.12246283e-07 
 5.54850000e-08  0.00000000e+00  1.80000000e+00  3.12221330e-07 
 5.54950000e-08  0.00000000e+00  1.80000000e+00  3.12197271e-07 
 5.55050000e-08  0.00000000e+00  1.80000000e+00  3.12174748e-07 
 5.55150000e-08  0.00000000e+00  1.80000000e+00  3.12153003e-07 
 5.55250000e-08  0.00000000e+00  1.80000000e+00  3.12132674e-07 
 5.55350000e-08  0.00000000e+00  1.80000000e+00  3.12113019e-07 
 5.55450000e-08  0.00000000e+00  1.80000000e+00  3.12094672e-07 
 5.55550000e-08  0.00000000e+00  1.80000000e+00  3.12076906e-07 
 5.55650000e-08  0.00000000e+00  1.80000000e+00  3.12060349e-07 
 5.55750000e-08  0.00000000e+00  1.80000000e+00  3.12044288e-07 
 5.55850000e-08  0.00000000e+00  1.80000000e+00  3.12029347e-07 
 5.55950000e-08  0.00000000e+00  1.80000000e+00  3.12014827e-07 
 5.56050000e-08  0.00000000e+00  1.80000000e+00  3.12001346e-07 
 5.56150000e-08  0.00000000e+00  1.80000000e+00  3.11988217e-07 
 5.56250000e-08  0.00000000e+00  1.80000000e+00  3.11976055e-07 
 5.56350000e-08  0.00000000e+00  1.80000000e+00  3.11964184e-07 
 5.56450000e-08  0.00000000e+00  1.80000000e+00  3.11953212e-07 
 5.56550000e-08  0.00000000e+00  1.80000000e+00  3.11942476e-07 
 5.56650000e-08  0.00000000e+00  1.80000000e+00  3.11932580e-07 
 5.56750000e-08  0.00000000e+00  1.80000000e+00  3.11922870e-07 
 5.56850000e-08  0.00000000e+00  1.80000000e+00  3.11913944e-07 
 5.56950000e-08  0.00000000e+00  1.80000000e+00  3.11905161e-07 
 5.57050000e-08  0.00000000e+00  1.80000000e+00  3.11897112e-07 
 5.57150000e-08  0.00000000e+00  1.80000000e+00  3.11889167e-07 
 5.57250000e-08  0.00000000e+00  1.80000000e+00  3.11881909e-07 
 5.57350000e-08  0.00000000e+00  1.80000000e+00  3.11874720e-07 
 5.57450000e-08  0.00000000e+00  1.80000000e+00  3.11868178e-07 
 5.57550000e-08  0.00000000e+00  1.80000000e+00  3.11861672e-07 
 5.57650000e-08  0.00000000e+00  1.80000000e+00  3.11855775e-07 
 5.57750000e-08  0.00000000e+00  1.80000000e+00  3.11849887e-07 
 5.57850000e-08  0.00000000e+00  1.80000000e+00  3.11844573e-07 
 5.57950000e-08  0.00000000e+00  1.80000000e+00  3.11839243e-07 
 5.58050000e-08  0.00000000e+00  1.80000000e+00  3.11834455e-07 
 5.58150000e-08  0.00000000e+00  1.80000000e+00  3.11829629e-07 
 5.58250000e-08  0.00000000e+00  1.80000000e+00  3.11825316e-07 
 5.58350000e-08  0.00000000e+00  1.80000000e+00  3.11820946e-07 
 5.58450000e-08  0.00000000e+00  1.80000000e+00  3.11817062e-07 
 5.58550000e-08  0.00000000e+00  1.80000000e+00  3.11813103e-07 
 5.58650000e-08  0.00000000e+00  1.80000000e+00  3.11809607e-07 
 5.58750000e-08  0.00000000e+00  1.80000000e+00  3.11806019e-07 
 5.58850000e-08  0.00000000e+00  1.80000000e+00  3.11802873e-07 
